Unnamed: 0,Title,Rank,Type,Episodes,Aired,Members,page_url,image_url,Score
12382,One Piece Film: Z,415,Movie,1,Dec 2012 - Dec 2012,266481,https://myanimelist.net/anime/12859/One_Piece_Film__Z,https://myanimelist.net/anime/12859/One_Piece_Film__Z/pics,8.14
12383,Bouken! Iczer 3,8769,OVA,6,Sep 1990 - Feb 1991,3164,https://myanimelist.net/anime/2292/Bouken_Iczer_3,https://myanimelist.net/anime/2292/Bouken_Iczer_3/pics,6.02
12384,Genshiken Nidaime,1970,TV,13,Jul 2013 - Sep 2013,51940,https://myanimelist.net/anime/18465/Genshiken_Nidaime,https://myanimelist.net/anime/18465/Genshiken_Nidaime/pics,7.43
12385,Sonic★the★Hedgehog,4567,OVA,2,Jan 1996 - Jan 1996,18797,https://myanimelist.net/anime/2263/Sonic★the★Hedgehog,https://myanimelist.net/anime/2263/Sonic★the★Hedgehog/pics,6.87
12386,G-On Riders,9628,TV,13,Jul 2002 - Oct 2002,4783,https://myanimelist.net/anime/1623/G-On_Riders,https://myanimelist.net/anime/1623/G-On_Riders/pics,5.83
12387,Giniro no Kami no Agito Pilot,9400,Special,1,Jun 2006 - Jun 2006,965,https://myanimelist.net/anime/39514/Giniro_no_Kami_no_Agito_Pilot,https://myanimelist.net/anime/39514/Giniro_no_Kami_no_Agito_Pilot/pics,5.88
12388,Ultraman M78 Gekijou: Love and Peace,9791,Special,1,Mar 1999 - Mar 1999,613,https://myanimelist.net/anime/30122/Ultraman_M78_Gekijou__Love_and_Peace,https://myanimelist.net/anime/30122/Ultraman_M78_Gekijou__Love_and_Peace/pics,5.78
12389,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,1140,Movie,1,Apr 2021 - Apr 2021,9096,https://myanimelist.net/anime/41780/BanG_Dream_Movie__Episode_of_Roselia_-_I__Yakusoku,https://myanimelist.net/anime/41780/BanG_Dream_Movie__Episode_of_Roselia_-_I__Yakusoku/pics,7.7
12390,Starmyu 3rd Season,4242,TV,12,Jul 2019 - Sep 2019,9802,https://myanimelist.net/anime/36536/Starmyu_3rd_Season,https://myanimelist.net/anime/36536/Starmyu_3rd_Season/pics,6.94
12391,Gokujou Seitokai,4167,TV,26,Apr 2005 - Sep 2005,19639,https://myanimelist.net/anime/456/Gokujou_Seitokai,https://myanimelist.net/anime/456/Gokujou_Seitokai/pics,6.96
12392,Love Position: Halley Densetsu,9942,OVA,1,Dec 1985 - Dec 1985,1410,https://myanimelist.net/anime/5878/Love_Position__Halley_Densetsu,https://myanimelist.net/anime/5878/Love_Position__Halley_Densetsu/pics,5.74
12393,Nandarou,11885,Special,1,Nov 1992 - Nov 1992,3347,https://myanimelist.net/anime/2897/Nandarou,https://myanimelist.net/anime/2897/Nandarou/pics,5.09
12394,Hashi no Mukou,9921,ONA,1,Sep 2012 - Sep 2012,1895,https://myanimelist.net/anime/24127/Hashi_no_Mukou,https://myanimelist.net/anime/24127/Hashi_no_Mukou/pics,5.75
12395,Rokka no Yuusha Picture Drama,6878,Special,3,Sep 2015 - Nov 2015,12102,https://myanimelist.net/anime/31593/Rokka_no_Yuusha_Picture_Drama,https://myanimelist.net/anime/31593/Rokka_no_Yuusha_Picture_Drama/pics,6.41
12396,Eden's Bowy,6415,TV,26,Apr 1999 - Sep 1999,6563,https://myanimelist.net/anime/1189/Edens_Bowy,https://myanimelist.net/anime/1189/Edens_Bowy/pics,6.5
12397,Sore Ike! Anpanman: Gomira no Hoshi,9427,Movie,1,Jul 2001 - Jul 2001,395,https://myanimelist.net/anime/21947/Sore_Ike_Anpanman__Gomira_no_Hoshi,https://myanimelist.net/anime/21947/Sore_Ike_Anpanman__Gomira_no_Hoshi/pics,5.88
12398,Choujin Gakuen Gowcaizer: The Voltage Fighters,12091,OVA,3,Sep 1996 - Jan 1997,4255,https://myanimelist.net/anime/1560/Choujin_Gakuen_Gowcaizer__The_Voltage_Fighters,https://myanimelist.net/anime/1560/Choujin_Gakuen_Gowcaizer__The_Voltage_Fighters/pics,4.96
12399,Shinmai Maou no Testament Specials,5182,Special,6,Mar 2015 - Aug 2015,45005,https://myanimelist.net/anime/30464/Shinmai_Maou_no_Testament_Specials,https://myanimelist.net/anime/30464/Shinmai_Maou_no_Testament_Specials/pics,6.74
12400,Rockman Hoshi ni Negai wo,6723,OVA,3,Sep 2002 - Sep 2002,3974,https://myanimelist.net/anime/1854/Rockman_Hoshi_ni_Negai_wo,https://myanimelist.net/anime/1854/Rockman_Hoshi_ni_Negai_wo/pics,6.44
12401,Detective Conan Movie 16: The Eleventh Striker,1145,Movie,1,Apr 2012 - Apr 2012,42030,https://myanimelist.net/anime/12117/Detective_Conan_Movie_16__The_Eleventh_Striker,https://myanimelist.net/anime/12117/Detective_Conan_Movie_16__The_Eleventh_Striker/pics,7.7
12402,Hello Kitty no Hansel to Gretel,9454,OVA,1,Aug 2001 - Aug 2001,564,https://myanimelist.net/anime/22489/Hello_Kitty_no_Hansel_to_Gretel,https://myanimelist.net/anime/22489/Hello_Kitty_no_Hansel_to_Gretel/pics,5.87
12403,Dansai Bunri no Crime Edge,5518,TV,13,Apr 2013 - Jun 2013,109677,https://myanimelist.net/anime/16355/Dansai_Bunri_no_Crime_Edge,https://myanimelist.net/anime/16355/Dansai_Bunri_no_Crime_Edge/pics,6.67
12404,Pole Princess!! Prologue,11826,ONA,1,Dec 2022 - Dec 2022,988,https://myanimelist.net/anime/53934/Pole_Princess_Prologue,https://myanimelist.net/anime/53934/Pole_Princess_Prologue/pics,5.12
12405,Fantasista Doll,8061,TV,12,Jul 2013 - Sep 2013,26702,https://myanimelist.net/anime/15883/Fantasista_Doll,https://myanimelist.net/anime/15883/Fantasista_Doll/pics,6.17
12406,Anima,11867,Movie,1,Feb 2005 - Feb 2005,2227,https://myanimelist.net/anime/13513/Anima,https://myanimelist.net/anime/13513/Anima/pics,5.09
12407,D-Frag!*,2431,OVA,1,Sep 2014 - Sep 2014,63260,https://myanimelist.net/anime/23383/D-Frag,https://myanimelist.net/anime/23383/D-Frag/pics,7.32
12408,Gegege no Kitarou: Chisougan,9992,Movie,1,Jul 1980 - Jul 1980,1025,https://myanimelist.net/anime/8150/Gegege_no_Kitarou__Chisougan,https://myanimelist.net/anime/8150/Gegege_no_Kitarou__Chisougan/pics,5.73
12409,Kimi no Iru Machi,4747,TV,12,Jul 2013 - Sep 2013,148136,https://myanimelist.net/anime/17741/Kimi_no_Iru_Machi,https://myanimelist.net/anime/17741/Kimi_no_Iru_Machi/pics,6.83
12410,K-On!,828,TV,13,Apr 2009 - Jun 2009,1017906,https://myanimelist.net/anime/5680/K-On,https://myanimelist.net/anime/5680/K-On/pics,7.85
12411,Aura: Maryuuin Kouga Saigo no Tatakai,2404,Movie,1,Apr 2013 - Apr 2013,104714,https://myanimelist.net/anime/14669/Aura__Maryuuin_Kouga_Saigo_no_Tatakai,https://myanimelist.net/anime/14669/Aura__Maryuuin_Kouga_Saigo_no_Tatakai/pics,7.33
12412,Sotsugyou: Graduation,8526,OVA,2,Jan 1995 - Feb 1995,1675,https://myanimelist.net/anime/2714/Sotsugyou__Graduation,https://myanimelist.net/anime/2714/Sotsugyou__Graduation/pics,6.08
12413,Mahoutsukai Tai! (TV),5169,TV,13,Jul 1999 - Oct 1999,11192,https://myanimelist.net/anime/630/Mahoutsukai_Tai_TV,https://myanimelist.net/anime/630/Mahoutsukai_Tai_TV/pics,6.74
12414,Shin Hurricane Polymar,9828,OVA,2,Sep 1996 - Feb 1997,2327,https://myanimelist.net/anime/3398/Shin_Hurricane_Polymar,https://myanimelist.net/anime/3398/Shin_Hurricane_Polymar/pics,5.78
12415,Kiniro no Corda: Primo Passo,1995,TV,25,Oct 2006 - Mar 2007,96353,https://myanimelist.net/anime/1579/Kiniro_no_Corda__Primo_Passo,https://myanimelist.net/anime/1579/Kiniro_no_Corda__Primo_Passo/pics,7.42
12416,Fairy Gone,9763,TV,12,Apr 2019 - Jun 2019,163003,https://myanimelist.net/anime/39063/Fairy_Gone,https://myanimelist.net/anime/39063/Fairy_Gone/pics,5.79
12417,Wasure-boshi,10481,ONA,1,Jul 2013 - Jul 2013,1097,https://myanimelist.net/anime/21591/Wasure-boshi,https://myanimelist.net/anime/21591/Wasure-boshi/pics,5.61
12418,Kara no Kyoukai Movie 5: Mujun Rasen,114,Movie,1,Aug 2008 - Aug 2008,231520,https://myanimelist.net/anime/4282/Kara_no_Kyoukai_Movie_5__Mujun_Rasen,https://myanimelist.net/anime/4282/Kara_no_Kyoukai_Movie_5__Mujun_Rasen/pics,8.52
12419,Paprika,543,Movie,1,Nov 2006 - Nov 2006,512705,https://myanimelist.net/anime/1943/Paprika,https://myanimelist.net/anime/1943/Paprika/pics,8.04
12420,Lupin III: Pilot Film (1978),7430,Movie,1,Dec 1978 - Dec 1978,5508,https://myanimelist.net/anime/1428/Lupin_III__Pilot_Film_1978,https://myanimelist.net/anime/1428/Lupin_III__Pilot_Film_1978/pics,6.3
12421,Kurogane no Linebarrels,4415,TV,24,Oct 2008 - Mar 2009,42161,https://myanimelist.net/anime/3653/Kurogane_no_Linebarrels,https://myanimelist.net/anime/3653/Kurogane_no_Linebarrels/pics,6.9
12422,Slow Start,3996,TV,12,Jan 2018 - Mar 2018,80278,https://myanimelist.net/anime/35540/Slow_Start,https://myanimelist.net/anime/35540/Slow_Start/pics,7.01
12423,Xiling Jiyuan,8173,ONA,16,Apr 2023 - Jul 2023,1873,https://myanimelist.net/anime/50431/Xiling_Jiyuan,https://myanimelist.net/anime/50431/Xiling_Jiyuan/pics,6.14
12424,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,2509,Movie,1,Jul 2005 - Jul 2005,114081,https://myanimelist.net/anime/1526/Pokemon_Movie_08__Mew_to_Hadou_no_Yuusha_Lucario,https://myanimelist.net/anime/1526/Pokemon_Movie_08__Mew_to_Hadou_no_Yuusha_Lucario/pics,7.31
12425,Kyoufu no Bio Ningen Saishuu Kyoushi,11007,OVA,1,Feb 1988 - Feb 1988,4127,https://myanimelist.net/anime/2780/Kyoufu_no_Bio_Ningen_Saishuu_Kyoushi,https://myanimelist.net/anime/2780/Kyoufu_no_Bio_Ningen_Saishuu_Kyoushi/pics,5.44
12426,Bug tte Honey,4443,TV,51,Oct 1986 - Sep 1987,708,https://myanimelist.net/anime/10210/Bug_tte_Honey,https://myanimelist.net/anime/10210/Bug_tte_Honey/pics,6.89
12427,Sister Princess,6882,TV,26,Apr 2001 - Sep 2001,24421,https://myanimelist.net/anime/836/Sister_Princess,https://myanimelist.net/anime/836/Sister_Princess/pics,6.41
12428,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,9127,OVA,1,Sep 2014 - Sep 2014,2338,https://myanimelist.net/anime/25077/Bakumatsu_Rock__Mystery_Onsen_Kaijiken_ze_yo,https://myanimelist.net/anime/25077/Bakumatsu_Rock__Mystery_Onsen_Kaijiken_ze_yo/pics,5.94
12429,Shounen Sunday CM: Kekkaishi,10534,Special,1,Jan 2005 - Jan 2005,725,https://myanimelist.net/anime/40347/Shounen_Sunday_CM__Kekkaishi,https://myanimelist.net/anime/40347/Shounen_Sunday_CM__Kekkaishi/pics,5.59
12430,Mahoutsukai Sally,4624,TV,109,Dec 1966 - Dec 1968,4197,https://myanimelist.net/anime/3356/Mahoutsukai_Sally,https://myanimelist.net/anime/3356/Mahoutsukai_Sally/pics,6.85
12431,One Room Special,10906,Special,1,May 2017 - May 2017,19810,https://myanimelist.net/anime/34733/One_Room_Special,https://myanimelist.net/anime/34733/One_Room_Special/pics,5.48
12432,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,9029,Movie,1,Jul 1999 - Jul 1999,811,https://myanimelist.net/anime/10199/Super_Doll_Licca-chan__Licca-chan_Zettai_Zetsumei_Doll_Knights_no_Kiseki,https://myanimelist.net/anime/10199/Super_Doll_Licca-chan__Licca-chan_Zettai_Zetsumei_Doll_Knights_no_Kiseki/pics,5.97
12433,Ore wa Chokkaku,5333,TV,36,Jan 1991 - Oct 1991,650,https://myanimelist.net/anime/19831/Ore_wa_Chokkaku,https://myanimelist.net/anime/19831/Ore_wa_Chokkaku/pics,6.71
12434,Ace wo Nerae! (1979),4264,Movie,1,Sep 1979 - Sep 1979,4304,https://myanimelist.net/anime/313/Ace_wo_Nerae_1979,https://myanimelist.net/anime/313/Ace_wo_Nerae_1979/pics,6.93
12435,Pokemon Movie 21: Minna no Monogatari,3230,Movie,1,Jul 2018 - Jul 2018,37010,https://myanimelist.net/anime/36927/Pokemon_Movie_21__Minna_no_Monogatari,https://myanimelist.net/anime/36927/Pokemon_Movie_21__Minna_no_Monogatari/pics,7.17
12436,Tenshi Nanka ja Nai,8316,OVA,1,Sep 1994 - Sep 1994,4443,https://myanimelist.net/anime/3512/Tenshi_Nanka_ja_Nai,https://myanimelist.net/anime/3512/Tenshi_Nanka_ja_Nai/pics,6.12
12437,Iya na Kao sare nagara Opantsu Misete Moraitai,9976,ONA,6,Jul 2018 - Aug 2018,91945,https://myanimelist.net/anime/37021/Iya_na_Kao_sare_nagara_Opantsu_Misete_Moraitai,https://myanimelist.net/anime/37021/Iya_na_Kao_sare_nagara_Opantsu_Misete_Moraitai/pics,5.74
12438,Guruguru Petit Anime Gekijou,8858,ONA,24,Jul 2017 - Dec 2017,1017,https://myanimelist.net/anime/35909/Guruguru_Petit_Anime_Gekijou,https://myanimelist.net/anime/35909/Guruguru_Petit_Anime_Gekijou/pics,6.0
12439,Toaru Majutsu no Index III,4846,TV,26,Oct 2018 - Apr 2019,242057,https://myanimelist.net/anime/36432/Toaru_Majutsu_no_Index_III,https://myanimelist.net/anime/36432/Toaru_Majutsu_no_Index_III/pics,6.81
12440,Captain Tsubasa: Europe Daikessen,4669,Movie,1,Jul 1985 - Jul 1985,6018,https://myanimelist.net/anime/2118/Captain_Tsubasa__Europe_Daikessen,https://myanimelist.net/anime/2118/Captain_Tsubasa__Europe_Daikessen/pics,6.84
12441,The Marshmallow Times,3324,TV,52,Apr 2004 - Mar 2005,1096,https://myanimelist.net/anime/7955/The_Marshmallow_Times,https://myanimelist.net/anime/7955/The_Marshmallow_Times/pics,7.15
12442,Kakegae no,12265,ONA,1,Feb 2012 - Feb 2012,655,https://myanimelist.net/anime/32291/Kakegae_no,https://myanimelist.net/anime/32291/Kakegae_no/pics,4.81
12443,Strike Witches OVA,7599,OVA,1,Jan 2007 - Jan 2007,26070,https://myanimelist.net/anime/1862/Strike_Witches_OVA,https://myanimelist.net/anime/1862/Strike_Witches_OVA/pics,6.27
12444,Ani ni Tsukeru Kusuri wa Nai! 5,2728,ONA,12,Jun 2022 - Aug 2022,12983,https://myanimelist.net/anime/49599/Ani_ni_Tsukeru_Kusuri_wa_Nai_5,https://myanimelist.net/anime/49599/Ani_ni_Tsukeru_Kusuri_wa_Nai_5/pics,7.26
12445,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,3313,Special,1,Jan 2010 - Jan 2010,12661,https://myanimelist.net/anime/6581/Sengoku_Basara__Setonai_no_Gekitotsu_Hi_wo_Fuku_Umi_no_Daiyousai_-_Fugaku,https://myanimelist.net/anime/6581/Sengoku_Basara__Setonai_no_Gekitotsu_Hi_wo_Fuku_Umi_no_Daiyousai_-_Fugaku/pics,7.15
12446,Isshuukan Friends. Tomodachi to no Omoide,4944,Special,1,Oct 2014 - Oct 2014,7399,https://myanimelist.net/anime/30376/Isshuukan_Friends_Tomodachi_to_no_Omoide,https://myanimelist.net/anime/30376/Isshuukan_Friends_Tomodachi_to_no_Omoide/pics,6.79
12447,Kakumeiki Valvrave 2nd Season,2746,TV,12,Oct 2013 - Dec 2013,91967,https://myanimelist.net/anime/18295/Kakumeiki_Valvrave_2nd_Season,https://myanimelist.net/anime/18295/Kakumeiki_Valvrave_2nd_Season/pics,7.26
12448,ClassicaLoid 2nd Season,6489,TV,25,Oct 2017 - Mar 2018,7209,https://myanimelist.net/anime/35334/ClassicaLoid_2nd_Season,https://myanimelist.net/anime/35334/ClassicaLoid_2nd_Season/pics,6.48
12449,Kakinoki Mokkii,11541,Special,1,Jun 2008 - Jun 2008,423,https://myanimelist.net/anime/29481/Kakinoki_Mokkii,https://myanimelist.net/anime/29481/Kakinoki_Mokkii/pics,5.26
12450,Bannou Yasai Ninninman,9179,Movie,1,Mar 2011 - Mar 2011,5357,https://myanimelist.net/anime/10501/Bannou_Yasai_Ninninman,https://myanimelist.net/anime/10501/Bannou_Yasai_Ninninman/pics,5.93
12451,Princess Principal Picture Drama,7444,Special,6,Sep 2017 - Feb 2018,8001,https://myanimelist.net/anime/36485/Princess_Principal_Picture_Drama,https://myanimelist.net/anime/36485/Princess_Principal_Picture_Drama/pics,6.3
12452,Shabake,9207,ONA,1,Jul 2021 - Jul 2021,489,https://myanimelist.net/anime/49284/Shabake,https://myanimelist.net/anime/49284/Shabake/pics,5.93
12453,_Summer Specials,11413,Special,2,Oct 2006 - Jan 2007,3317,https://myanimelist.net/anime/4827/_Summer_Specials,https://myanimelist.net/anime/4827/_Summer_Specials/pics,5.31
12454,Warau Salesman,4998,TV,103,Oct 1989 - Sep 1992,6390,https://myanimelist.net/anime/3077/Warau_Salesman,https://myanimelist.net/anime/3077/Warau_Salesman/pics,6.77
12455,Ginga Hyouryuu Vifam Recaps,10658,OVA,2,Oct 1984 - Dec 1984,493,https://myanimelist.net/anime/9387/Ginga_Hyouryuu_Vifam_Recaps,https://myanimelist.net/anime/9387/Ginga_Hyouryuu_Vifam_Recaps/pics,5.55
12456,World Destruction: Sekai Bokumetsu no Rokunin,4250,TV,13,Jul 2008 - Sep 2008,51351,https://myanimelist.net/anime/4415/World_Destruction__Sekai_Bokumetsu_no_Rokunin,https://myanimelist.net/anime/4415/World_Destruction__Sekai_Bokumetsu_no_Rokunin/pics,6.94
12457,The Aurora: Umi no Aurora,11689,Movie,1,Aug 2000 - Aug 2000,562,https://myanimelist.net/anime/5943/The_Aurora__Umi_no_Aurora,https://myanimelist.net/anime/5943/The_Aurora__Umi_no_Aurora/pics,5.19
12458,Sushi,12148,Movie,1,2011 - 2011,378,https://myanimelist.net/anime/40745/Sushi,https://myanimelist.net/anime/40745/Sushi/pics,4.91
12459,Shin Hikari Shinwa: Palutena no Kagami,7336,ONA,3,Mar 2012 - Mar 2012,4329,https://myanimelist.net/anime/13251/Shin_Hikari_Shinwa__Palutena_no_Kagami,https://myanimelist.net/anime/13251/Shin_Hikari_Shinwa__Palutena_no_Kagami/pics,6.32
12460,Kirin Monoshiri Yakata,10865,TV,1565,Jan 1975 - Dec 1979,731,https://myanimelist.net/anime/23349/Kirin_Monoshiri_Yakata,https://myanimelist.net/anime/23349/Kirin_Monoshiri_Yakata/pics,5.49
12461,Parol no Miraijima,9542,Movie,1,Mar 2014 - Mar 2014,2920,https://myanimelist.net/anime/20961/Parol_no_Miraijima,https://myanimelist.net/anime/20961/Parol_no_Miraijima/pics,5.85
12462,Dagashi Kashi 2,4732,TV,12,Jan 2018 - Mar 2018,162468,https://myanimelist.net/anime/36049/Dagashi_Kashi_2,https://myanimelist.net/anime/36049/Dagashi_Kashi_2/pics,6.83
12463,Moving Colors,11331,Movie,1,Apr 2016 - Apr 2016,676,https://myanimelist.net/anime/33449/Moving_Colors,https://myanimelist.net/anime/33449/Moving_Colors/pics,5.34
12464,Edens Zero,2553,TV,25,Apr 2021 - Oct 2021,235697,https://myanimelist.net/anime/42192/Edens_Zero,https://myanimelist.net/anime/42192/Edens_Zero/pics,7.3
12465,Sekiei Ayakashi Mangatan,10167,ONA,3,Feb 2012 - Mar 2012,3727,https://myanimelist.net/anime/12907/Sekiei_Ayakashi_Mangatan,https://myanimelist.net/anime/12907/Sekiei_Ayakashi_Mangatan/pics,5.69
12466,Kujira no Kora wa Sajou ni Utau,3217,TV,12,Oct 2017 - Dec 2017,221808,https://myanimelist.net/anime/34712/Kujira_no_Kora_wa_Sajou_ni_Utau,https://myanimelist.net/anime/34712/Kujira_no_Kora_wa_Sajou_ni_Utau/pics,7.17
12467,Ansatsu Kyoushitsu: Jump Festa 2013 Special,3196,Special,1,Oct 2013 - Oct 2013,77977,https://myanimelist.net/anime/19759/Ansatsu_Kyoushitsu__Jump_Festa_2013_Special,https://myanimelist.net/anime/19759/Ansatsu_Kyoushitsu__Jump_Festa_2013_Special/pics,7.17
12468,Bouken Ou Beet Excellion,5512,TV,25,Oct 2005 - Mar 2006,7760,https://myanimelist.net/anime/1123/Bouken_Ou_Beet_Excellion,https://myanimelist.net/anime/1123/Bouken_Ou_Beet_Excellion/pics,6.67
12469,The iDOLM@STER Shiny Festa,3165,OVA,3,Oct 2012 - Oct 2012,18104,https://myanimelist.net/anime/14835/The_iDOLMSTER_Shiny_Festa,https://myanimelist.net/anime/14835/The_iDOLMSTER_Shiny_Festa/pics,7.18
12470,Toaru Kagaku no Railgun S: Motto Marutto Railgun,3808,Special,2,Jul 2013 - Nov 2013,34167,https://myanimelist.net/anime/19697/Toaru_Kagaku_no_Railgun_S__Motto_Marutto_Railgun,https://myanimelist.net/anime/19697/Toaru_Kagaku_no_Railgun_S__Motto_Marutto_Railgun/pics,7.05
12471,Bakuten Shoot Beyblade,5069,TV,51,Jan 2001 - Dec 2001,109651,https://myanimelist.net/anime/288/Bakuten_Shoot_Beyblade,https://myanimelist.net/anime/288/Bakuten_Shoot_Beyblade/pics,6.76
12472,GJ-bu,2557,TV,12,Jan 2013 - Mar 2013,171493,https://myanimelist.net/anime/14811/GJ-bu,https://myanimelist.net/anime/14811/GJ-bu/pics,7.3
12473,Uta no☆Prince-sama♪ Maji Love Legend Star,3390,TV,13,Oct 2016 - Dec 2016,40811,https://myanimelist.net/anime/31178/Uta_no☆Prince-sama♪_Maji_Love_Legend_Star,https://myanimelist.net/anime/31178/Uta_no☆Prince-sama♪_Maji_Love_Legend_Star/pics,7.14
12474,Yinhun x KFC,4315,ONA,1,May 2018 - May 2018,6998,https://myanimelist.net/anime/37864/Yinhun_x_KFC,https://myanimelist.net/anime/37864/Yinhun_x_KFC/pics,6.93
12475,Ginga e Kickoff!! Natsuyasumi Special,8922,Special,1,Aug 2012 - Aug 2012,1504,https://myanimelist.net/anime/15993/Ginga_e_Kickoff_Natsuyasumi_Special,https://myanimelist.net/anime/15993/Ginga_e_Kickoff_Natsuyasumi_Special/pics,5.99
12476,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,4351,Movie,1,Aug 2006 - Aug 2006,203308,https://myanimelist.net/anime/2144/Naruto_Movie_3__Dai_Koufun_Mikazuki_Jima_no_Animaru_Panikku_Dattebayo,https://myanimelist.net/anime/2144/Naruto_Movie_3__Dai_Koufun_Mikazuki_Jima_no_Animaru_Panikku_Dattebayo/pics,6.92
12477,Persona 5 the Animation Specials,4356,Special,2,May 2019 - Jun 2019,13695,https://myanimelist.net/anime/39591/Persona_5_the_Animation_Specials,https://myanimelist.net/anime/39591/Persona_5_the_Animation_Specials/pics,6.92
12478,Getsuyoubi no Tawawa,6791,ONA,12,Oct 2016 - Dec 2016,149018,https://myanimelist.net/anime/34213/Getsuyoubi_no_Tawawa,https://myanimelist.net/anime/34213/Getsuyoubi_no_Tawawa/pics,6.42
12479,Heisei Policemen!!,9768,ONA,6,Apr 2013 - May 2013,421,https://myanimelist.net/anime/18389/Heisei_Policemen,https://myanimelist.net/anime/18389/Heisei_Policemen/pics,5.79
12480,Hiiro no Kakera,5381,TV,13,Apr 2012 - Jun 2012,110047,https://myanimelist.net/anime/12461/Hiiro_no_Kakera,https://myanimelist.net/anime/12461/Hiiro_no_Kakera/pics,6.7
12481,Recorder to Randoseru Re♪,4775,TV,13,Apr 2012 - Jun 2012,29548,https://myanimelist.net/anime/13377/Recorder_to_Randoseru_Re♪,https://myanimelist.net/anime/13377/Recorder_to_Randoseru_Re♪/pics,6.82
12482,Onegai My Melody: Yuu & Ai,8453,Movie,1,Aug 2012 - Aug 2012,1337,https://myanimelist.net/anime/14947/Onegai_My_Melody__Yuu___Ai,https://myanimelist.net/anime/14947/Onegai_My_Melody__Yuu___Ai/pics,6.09
12483,Tarzan,11693,Movie,1,1990 - 1990,405,https://myanimelist.net/anime/30341/Tarzan,https://myanimelist.net/anime/30341/Tarzan/pics,5.18
12484,Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,2215,Special,4,Jun 2007 - Jun 2007,8106,https://myanimelist.net/anime/2743/Kidou_Senshi_Gundam_SEED__SEED_Supernova_-_Tanekyara_Gekijou,https://myanimelist.net/anime/2743/Kidou_Senshi_Gundam_SEED__SEED_Supernova_-_Tanekyara_Gekijou/pics,7.37
12485,Ulysses: Jehanne Darc to Renkin no Kishi,11338,TV,12,Oct 2018 - Dec 2018,91448,https://myanimelist.net/anime/36510/Ulysses__Jehanne_Darc_to_Renkin_no_Kishi,https://myanimelist.net/anime/36510/Ulysses__Jehanne_Darc_to_Renkin_no_Kishi/pics,5.34
12486,The Reflection,11811,TV,12,Jul 2017 - Oct 2017,29160,https://myanimelist.net/anime/34449/The_Reflection,https://myanimelist.net/anime/34449/The_Reflection/pics,5.12
12487,Sanrio Anime Sekai Meisaku Gekijou,7927,TV,13,Sep 1987 - Dec 1987,1837,https://myanimelist.net/anime/4024/Sanrio_Anime_Sekai_Meisaku_Gekijou,https://myanimelist.net/anime/4024/Sanrio_Anime_Sekai_Meisaku_Gekijou/pics,6.2
12488,Lion meets HachiClo,10509,Special,2,Dec 2018 - Dec 2018,3800,https://myanimelist.net/anime/38864/Lion_meets_HachiClo,https://myanimelist.net/anime/38864/Lion_meets_HachiClo/pics,5.6
12489,Evangelion: 3.0 You Can (Not) Redo,1281,Movie,1,Nov 2012 - Nov 2012,423712,https://myanimelist.net/anime/3785/Evangelion__30_You_Can_Not_Redo,https://myanimelist.net/anime/3785/Evangelion__30_You_Can_Not_Redo/pics,7.64
12490,Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie,8636,Movie,1,Dec 1998 - Dec 1998,1467,https://myanimelist.net/anime/5289/Beast_Wars_Second_Chou_Seimeitai_Transformers__Lio_Convoy_Kiki_Ippatsu_Movie,https://myanimelist.net/anime/5289/Beast_Wars_Second_Chou_Seimeitai_Transformers__Lio_Convoy_Kiki_Ippatsu_Movie/pics,6.05
12491,Shokugeki no Souma: Ni no Sara,477,TV,13,Jul 2016 - Sep 2016,1099489,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara/pics,8.09
12492,Fairy Tail Movie 1: Houou no Miko,2205,Movie,1,Aug 2012 - Aug 2012,210323,https://myanimelist.net/anime/12049/Fairy_Tail_Movie_1__Houou_no_Miko,https://myanimelist.net/anime/12049/Fairy_Tail_Movie_1__Houou_no_Miko/pics,7.37
12493,Gegege no Kitarou: Nippon Bakuretsu,7011,Movie,1,Dec 2008 - Dec 2008,1230,https://myanimelist.net/anime/8145/Gegege_no_Kitarou__Nippon_Bakuretsu,https://myanimelist.net/anime/8145/Gegege_no_Kitarou__Nippon_Bakuretsu/pics,6.38
12494,Tsuki ga Kirei Special,2775,Special,1,Sep 2017 - Sep 2017,32903,https://myanimelist.net/anime/36539/Tsuki_ga_Kirei_Special,https://myanimelist.net/anime/36539/Tsuki_ga_Kirei_Special/pics,7.26
12495,Lu Shidai,6867,ONA,14,Oct 2013 - Sep 2014,5755,https://myanimelist.net/anime/31233/Lu_Shidai,https://myanimelist.net/anime/31233/Lu_Shidai/pics,6.41
